Time,Chla,Tw,TN,TP,Basin
01-Jan-2012,NaN,NaN,NaN,NaN,12
02-Jan-2012,2.32,3.6,6.962,0.2046,12
03-Jan-2012,NaN,NaN,NaN,NaN,12
04-Jan-2012,1,3,3.658,0.011,12
05-Jan-2012,NaN,NaN,NaN,NaN,12
06-Jan-2012,NaN,NaN,NaN,NaN,12
07-Jan-2012,NaN,NaN,NaN,NaN,12
08-Jan-2012,NaN,NaN,NaN,NaN,12
09-Jan-2012,4,3.88,7.7662,0.3362,12
10-Jan-2012,NaN,NaN,NaN,NaN,12
11-Jan-2012,13.7,1.575,3.93475,0.028,12
12-Jan-2012,5.4,1.85,4.082,0.036,12
13-Jan-2012,NaN,NaN,NaN,NaN,12
14-Jan-2012,NaN,NaN,NaN,NaN,12
15-Jan-2012,NaN,NaN,NaN,NaN,12
16-Jan-2012,26.975,3,6.8295,0.169,12
17-Jan-2012,12,5.6,8.981,0.642,12
18-Jan-2012,10,3.6,3.93,0.048,12
19-Jan-2012,6.9,4.525,3.7195,0.0625,12
20-Jan-2012,NaN,NaN,NaN,NaN,12
21-Jan-2012,NaN,NaN,NaN,NaN,12
22-Jan-2012,NaN,NaN,NaN,NaN,12
23-Jan-2012,NaN,NaN,NaN,NaN,12
24-Jan-2012,NaN,NaN,NaN,NaN,12
25-Jan-2012,18.1,1.65,6.2585,0.232,12
26-Jan-2012,NaN,NaN,NaN,NaN,12
27-Jan-2012,23.25,2.75,6.9255,0.12125,12
28-Jan-2012,NaN,NaN,NaN,NaN,12
29-Jan-2012,NaN,NaN,NaN,NaN,12
30-Jan-2012,NaN,NaN,NaN,NaN,12
31-Jan-2012,28,4.45,6.447,0.3985,12
01-Feb-2012,13.7666666666667,3.16666666666667,5.74416666666667,0.130833333333333,12
02-Feb-2012,NaN,NaN,NaN,NaN,12
03-Feb-2012,NaN,NaN,NaN,NaN,12
04-Feb-2012,NaN,NaN,NaN,NaN,12
05-Feb-2012,NaN,NaN,NaN,NaN,12
06-Feb-2012,20.6,3,6.83825,0.167,12
07-Feb-2012,46.2,5.9,9.718,0.726,12
08-Feb-2012,11.2,0.9,3.899,0.062,12
09-Feb-2012,13.4,2.6,3.086,0.03675,12
10-Feb-2012,NaN,NaN,NaN,NaN,12
11-Feb-2012,NaN,NaN,NaN,NaN,12
12-Feb-2012,NaN,NaN,NaN,NaN,12
13-Feb-2012,30.075,4.5,6.31075,0.131,12
14-Feb-2012,75.5,6.5,9.244,0.533,12
15-Feb-2012,22.9,5.95,2.93675,0.05125,12
16-Feb-2012,31.3,7.4,3.4645,0.093,12
17-Feb-2012,NaN,NaN,NaN,NaN,12
18-Feb-2012,NaN,NaN,NaN,NaN,12
19-Feb-2012,NaN,NaN,NaN,NaN,12
20-Feb-2012,29.95,4.25,6.6165,0.16,12
21-Feb-2012,58.4,5.4,9.255,0.511,12
22-Feb-2012,24.8,3.65,3.458,0.0445,12
23-Feb-2012,64.8,8.03333333333333,2.88033333333333,0.0486666666666667,12
24-Feb-2012,NaN,NaN,NaN,NaN,12
25-Feb-2012,NaN,NaN,NaN,NaN,12
26-Feb-2012,NaN,NaN,NaN,NaN,12
27-Feb-2012,97.9,7.5,9.391,0.516,12
28-Feb-2012,NaN,NaN,NaN,NaN,12
01-Mar-2012,NaN,NaN,NaN,NaN,12
02-Mar-2012,NaN,NaN,NaN,NaN,12
03-Mar-2012,NaN,NaN,NaN,NaN,12
04-Mar-2012,NaN,NaN,NaN,NaN,12
05-Mar-2012,20.5,7.4,5.2546,0.1356,12
06-Mar-2012,66.6,9.5,8.817,0.442,12
07-Mar-2012,8.95,6.8,3.78633333333333,0.0523333333333333,12
08-Mar-2012,23.6,8.125,4.12925,0.06175,12
09-Mar-2012,NaN,NaN,NaN,NaN,12
10-Mar-2012,NaN,NaN,NaN,NaN,12
11-Mar-2012,NaN,NaN,NaN,NaN,12
12-Mar-2012,14.075,7.5,4.549,0.07025,12
13-Mar-2012,27.9,7.8,7.528,0.352,12
14-Mar-2012,13.2,7.875,2.9915,0.035,12
15-Mar-2012,13.6,12.8,4.4425,0.0805,12
16-Mar-2012,NaN,NaN,NaN,NaN,12
17-Mar-2012,NaN,NaN,NaN,NaN,12
18-Mar-2012,NaN,NaN,NaN,NaN,12
19-Mar-2012,32.425,11.25,4.50075,0.084,12
20-Mar-2012,61,12.1,7.985,0.389,12
21-Mar-2012,14.9,9.3,3.542,0.051,12
22-Mar-2012,11.1,8.125,2.19275,0.041,12
23-Mar-2012,NaN,NaN,NaN,NaN,12
24-Mar-2012,NaN,NaN,NaN,NaN,12
25-Mar-2012,NaN,NaN,NaN,NaN,12
26-Mar-2012,14.64,9.26,4.7444,0.1004,12
27-Mar-2012,NaN,NaN,NaN,NaN,12
28-Mar-2012,NaN,NaN,NaN,NaN,12
29-Mar-2012,NaN,NaN,NaN,NaN,12
30-Mar-2012,NaN,NaN,NaN,NaN,12
31-Mar-2012,NaN,NaN,NaN,NaN,12
01-Apr-2012,NaN,NaN,NaN,NaN,12
02-Apr-2012,1.2,10,3.499,0.017,12
03-Apr-2012,15.98,11.66,4.6318,0.1794,12
04-Apr-2012,17.3,8.45,4.185,0.08425,12
05-Apr-2012,18.3,12.4,3.54566666666667,0.0493333333333333,12
06-Apr-2012,NaN,NaN,NaN,NaN,12
07-Apr-2012,NaN,NaN,NaN,NaN,12
08-Apr-2012,NaN,NaN,NaN,NaN,12
09-Apr-2012,18.7,13.2,5.49,0.327,12
10-Apr-2012,3.08,14.6,4.002,0.0882,12
11-Apr-2012,NaN,NaN,NaN,NaN,12
12-Apr-2012,55.7,16.525,3.6315,0.05,12
13-Apr-2012,22,14,3.0315,0.0705,12
14-Apr-2012,NaN,NaN,NaN,NaN,12
15-Apr-2012,NaN,NaN,NaN,NaN,12
16-Apr-2012,40.72,17.8,5.322,0.2166,12
17-Apr-2012,NaN,NaN,NaN,NaN,12
18-Apr-2012,20,15.5,3.2085,0.079,12
19-Apr-2012,23.6,16.05,3.4215,0.04525,12
20-Apr-2012,NaN,NaN,NaN,NaN,12
21-Apr-2012,NaN,NaN,NaN,NaN,12
22-Apr-2012,NaN,NaN,NaN,NaN,12
23-Apr-2012,41.1,15.7,5.171,0.216,12
24-Apr-2012,8.4,19.75,4.523,0.1475,12
25-Apr-2012,12.3,14.95,3.50125,0.043,12
26-Apr-2012,16.7,16.8666666666667,3.149,0.0863333333333333,12
27-Apr-2012,NaN,NaN,NaN,NaN,12
28-Apr-2012,NaN,NaN,NaN,NaN,12
29-Apr-2012,NaN,NaN,NaN,NaN,12
30-Apr-2012,NaN,NaN,NaN,NaN,12
01-May-2012,NaN,NaN,NaN,NaN,12
02-May-2012,15.08,17.4,4.1912,0.231,12
03-May-2012,NaN,NaN,NaN,NaN,12
04-May-2012,NaN,NaN,NaN,NaN,12
05-May-2012,NaN,NaN,NaN,NaN,12
06-May-2012,NaN,NaN,NaN,NaN,12
07-May-2012,68.48,21.06,4.583,0.1336,12
08-May-2012,NaN,NaN,NaN,NaN,12
09-May-2012,8.95,20.25,2.8665,0.088,12
10-May-2012,6.125,17.4,3.47125,0.04675,12
11-May-2012,NaN,NaN,NaN,NaN,12
12-May-2012,NaN,NaN,NaN,NaN,12
13-May-2012,NaN,NaN,NaN,NaN,12
14-May-2012,41.7666666666667,17.65,4.27433333333333,0.139666666666667,12
15-May-2012,NaN,NaN,NaN,NaN,12
16-May-2012,4.6,20.775,3.1225,0.05125,12
17-May-2012,4.16666666666667,21.5,2.172,0.09,12
18-May-2012,NaN,NaN,NaN,NaN,12
19-May-2012,NaN,NaN,NaN,NaN,12
20-May-2012,NaN,NaN,NaN,NaN,12
21-May-2012,48.5,22.44,4.5486,0.2,12
22-May-2012,NaN,NaN,NaN,NaN,12
23-May-2012,3.66666666666667,21.2666666666667,2.707,0.0793333333333333,12
24-May-2012,9.225,23.025,2.419,0.0585,12
25-May-2012,NaN,NaN,NaN,NaN,12
26-May-2012,NaN,NaN,NaN,NaN,12
27-May-2012,NaN,NaN,NaN,NaN,12
28-May-2012,NaN,NaN,NaN,NaN,12
29-May-2012,NaN,NaN,NaN,NaN,12
30-May-2012,NaN,NaN,NaN,NaN,12
31-May-2012,9.7,20.66,3.781,0.0848,12
01-Jun-2012,21.5,23.9333333333333,4.252,0.222333333333333,12
02-Jun-2012,NaN,NaN,NaN,NaN,12
03-Jun-2012,NaN,NaN,NaN,NaN,12
04-Jun-2012,28.75,20.6,4.137,0.152,12
05-Jun-2012,18.56,25.6,3.6372,0.1062,12
06-Jun-2012,NaN,NaN,NaN,NaN,12
07-Jun-2012,5.88,24.46,2.6842,0.0472,12
08-Jun-2012,11.65,22.65,2.715,0.117,12
09-Jun-2012,NaN,NaN,NaN,NaN,12
10-Jun-2012,NaN,NaN,NaN,NaN,12
11-Jun-2012,122.4,25.3,4.866,0.272,12
12-Jun-2012,NaN,NaN,NaN,NaN,12
13-Jun-2012,8.73333333333333,22.5666666666667,2.52033333333333,0.096,12
14-Jun-2012,10.84,22.36,3.3488,0.0526,12
15-Jun-2012,NaN,NaN,NaN,NaN,12
16-Jun-2012,NaN,NaN,NaN,NaN,12
17-Jun-2012,NaN,NaN,NaN,NaN,12
18-Jun-2012,94.6,25.9,5.101,0.25,12
19-Jun-2012,NaN,NaN,NaN,NaN,12
20-Jun-2012,8.66,23.16,3.3398,0.0546,12
21-Jun-2012,7.36666666666667,26.8333333333333,2.361,0.100333333333333,12
22-Jun-2012,NaN,NaN,NaN,NaN,12
23-Jun-2012,NaN,NaN,NaN,NaN,12
24-Jun-2012,NaN,NaN,NaN,NaN,12
25-Jun-2012,106.6,24.4,5.797,0.25,12
26-Jun-2012,NaN,NaN,NaN,NaN,12
27-Jun-2012,8.63333333333333,20.3,2.07866666666667,0.0936666666666667,12
28-Jun-2012,9.74,21.98,3.0548,0.058,12
29-Jun-2012,NaN,NaN,NaN,NaN,12
30-Jun-2012,NaN,NaN,NaN,NaN,12
01-Jul-2012,NaN,NaN,NaN,NaN,12
02-Jul-2012,1.2,27,1.762,0.04,12
03-Jul-2012,NaN,NaN,NaN,NaN,12
04-Jul-2012,10.7,26.68,3.3188,0.1064,12
05-Jul-2012,36.075,25.625,3.28,0.23825,12
06-Jul-2012,NaN,NaN,NaN,NaN,12
07-Jul-2012,NaN,NaN,NaN,NaN,12
08-Jul-2012,NaN,NaN,NaN,NaN,12
09-Jul-2012,60,26.4,4.603,0.197,12
10-Jul-2012,NaN,NaN,NaN,NaN,12
11-Jul-2012,62.3,23.8666666666667,4.66333333333333,0.867333333333333,12
12-Jul-2012,11.52,23.72,4.2386,0.182,12
13-Jul-2012,NaN,NaN,NaN,NaN,12
14-Jul-2012,NaN,NaN,NaN,NaN,12
15-Jul-2012,NaN,NaN,NaN,NaN,12
16-Jul-2012,11.06,22,4.1506,0.1144,12
17-Jul-2012,NaN,NaN,NaN,NaN,12
18-Jul-2012,4.72,21.34,4.604,0.1258,12
19-Jul-2012,5.8,24.1,3.83975,0.145,12
20-Jul-2012,NaN,NaN,NaN,NaN,12
21-Jul-2012,NaN,NaN,NaN,NaN,12
22-Jul-2012,NaN,NaN,NaN,NaN,12
23-Jul-2012,36.6,27.4,5.851,0.175,12
24-Jul-2012,NaN,NaN,NaN,NaN,12
25-Jul-2012,NaN,NaN,NaN,NaN,12
26-Jul-2012,NaN,NaN,NaN,NaN,12
27-Jul-2012,NaN,NaN,NaN,NaN,12
28-Jul-2012,NaN,NaN,NaN,NaN,12
29-Jul-2012,NaN,NaN,NaN,NaN,12
30-Jul-2012,NaN,NaN,NaN,NaN,12
31-Jul-2012,NaN,NaN,NaN,NaN,12
01-Aug-2012,NaN,NaN,NaN,NaN,12
02-Aug-2012,NaN,NaN,NaN,NaN,12
03-Aug-2012,NaN,NaN,NaN,NaN,12
04-Aug-2012,NaN,NaN,NaN,NaN,12
05-Aug-2012,NaN,NaN,NaN,NaN,12
06-Aug-2012,33.4,30.8571428571429,3.60057142857143,0.0828571428571429,12
07-Aug-2012,NaN,NaN,NaN,NaN,12
08-Aug-2012,NaN,NaN,NaN,NaN,12
09-Aug-2012,NaN,NaN,NaN,NaN,12
10-Aug-2012,NaN,NaN,NaN,NaN,12
11-Aug-2012,NaN,NaN,NaN,NaN,12
12-Aug-2012,NaN,NaN,NaN,NaN,12
13-Aug-2012,NaN,NaN,NaN,NaN,12
14-Aug-2012,NaN,NaN,NaN,NaN,12
15-Aug-2012,NaN,NaN,NaN,NaN,12
16-Aug-2012,6.475,26.875,3.137,0.18775,12
17-Aug-2012,5.18,27.48,4.9676,0.1284,12
18-Aug-2012,NaN,NaN,NaN,NaN,12
19-Aug-2012,NaN,NaN,NaN,NaN,12
20-Aug-2012,40.8,29.1,4.96,0.263,12
21-Aug-2012,NaN,NaN,NaN,NaN,12
22-Aug-2012,15.04,26.24,3.7186,0.0906,12
23-Aug-2012,13.6,22.4333333333333,3.74466666666667,0.292666666666667,12
24-Aug-2012,NaN,NaN,NaN,NaN,12
25-Aug-2012,NaN,NaN,NaN,NaN,12
26-Aug-2012,NaN,NaN,NaN,NaN,12
27-Aug-2012,NaN,NaN,NaN,NaN,12
28-Aug-2012,NaN,NaN,NaN,NaN,12
29-Aug-2012,6,26,5.203,0.164,12
30-Aug-2012,NaN,NaN,NaN,NaN,12
31-Aug-2012,NaN,NaN,NaN,NaN,12
01-Sep-2012,NaN,NaN,NaN,NaN,12
02-Sep-2012,NaN,NaN,NaN,NaN,12
03-Sep-2012,8.84285714285714,25.7428571428571,4.81742857142857,0.0755714285714286,12
04-Sep-2012,NaN,NaN,NaN,NaN,12
05-Sep-2012,7.24,23.6,3.462,0.1174,12
06-Sep-2012,3.96666666666667,25.0333333333333,2.61766666666667,0.119666666666667,12
07-Sep-2012,NaN,NaN,NaN,NaN,12
08-Sep-2012,NaN,NaN,NaN,NaN,12
09-Sep-2012,NaN,NaN,NaN,NaN,12
10-Sep-2012,NaN,NaN,NaN,NaN,12
11-Sep-2012,NaN,NaN,NaN,NaN,12
12-Sep-2012,6.45,21.35,2.539,0.13,12
13-Sep-2012,4.84,23.2,3.167,0.085,12
14-Sep-2012,NaN,NaN,NaN,NaN,12
15-Sep-2012,NaN,NaN,NaN,NaN,12
16-Sep-2012,NaN,NaN,NaN,NaN,12
17-Sep-2012,NaN,NaN,NaN,NaN,12
18-Sep-2012,NaN,NaN,NaN,NaN,12
19-Sep-2012,NaN,NaN,NaN,NaN,12
20-Sep-2012,NaN,NaN,NaN,NaN,12
21-Sep-2012,2.7,21.6,5.068,0.131,12
22-Sep-2012,NaN,NaN,NaN,NaN,12
23-Sep-2012,NaN,NaN,NaN,NaN,12
24-Sep-2012,10,23,5.532,0.124,12
25-Sep-2012,NaN,NaN,NaN,NaN,12
26-Sep-2012,2.66666666666667,20.8333333333333,3.008,0.0836666666666667,12
27-Sep-2012,4.36,21.46,4.1744,0.0836,12
28-Sep-2012,NaN,NaN,NaN,NaN,12
29-Sep-2012,NaN,NaN,NaN,NaN,12
30-Sep-2012,NaN,NaN,NaN,NaN,12
01-Oct-2012,NaN,NaN,NaN,NaN,12
02-Oct-2012,NaN,NaN,NaN,NaN,12
03-Oct-2012,NaN,NaN,NaN,NaN,12
04-Oct-2012,36.2,20.7,6.629,0.077,12
05-Oct-2012,NaN,NaN,NaN,NaN,12
06-Oct-2012,NaN,NaN,NaN,NaN,12
07-Oct-2012,NaN,NaN,NaN,NaN,12
08-Oct-2012,37.2,18.8,7.432,0.088,12
09-Oct-2012,NaN,NaN,NaN,NaN,12
10-Oct-2012,9.81666666666667,18.9,3.56783333333333,0.0468333333333333,12
11-Oct-2012,2.33333333333333,19.0333333333333,2.82566666666667,0.0723333333333333,12
12-Oct-2012,NaN,NaN,NaN,NaN,12
13-Oct-2012,NaN,NaN,NaN,NaN,12
14-Oct-2012,NaN,NaN,NaN,NaN,12
15-Oct-2012,92.6,19.2,7.4,0.089,12
16-Oct-2012,NaN,NaN,NaN,NaN,12
17-Oct-2012,5.65,16.7,3.15,0.053,12
18-Oct-2012,4.84,17.42,3.7714,0.0492,12
19-Oct-2012,NaN,NaN,NaN,NaN,12
20-Oct-2012,NaN,NaN,NaN,NaN,12
21-Oct-2012,NaN,NaN,NaN,NaN,12
22-Oct-2012,NaN,NaN,NaN,NaN,12
23-Oct-2012,NaN,NaN,NaN,NaN,12
24-Oct-2012,5.54,15.04,4.0182,0.0514,12
25-Oct-2012,2.95,15.6,3.4125,0.0475,12
26-Oct-2012,NaN,NaN,NaN,NaN,12
27-Oct-2012,NaN,NaN,NaN,NaN,12
28-Oct-2012,NaN,NaN,NaN,NaN,12
29-Oct-2012,9.02,16.8,4.7686,0.0228,12
30-Oct-2012,NaN,NaN,NaN,NaN,12
31-Oct-2012,47.2,14.1,6.688,0.096,12
01-Nov-2012,NaN,NaN,NaN,NaN,12
02-Nov-2012,NaN,NaN,NaN,NaN,12
03-Nov-2012,NaN,NaN,NaN,NaN,12
04-Nov-2012,NaN,NaN,NaN,NaN,12
05-Nov-2012,47,14.2,7.352,0.09,12
06-Nov-2012,NaN,NaN,NaN,NaN,12
07-Nov-2012,7.8,11.1333333333333,3.08666666666667,0.0356666666666667,12
08-Nov-2012,5,13.38,3.8464,0.035,12
09-Nov-2012,NaN,NaN,NaN,NaN,12
10-Nov-2012,NaN,NaN,NaN,NaN,12
11-Nov-2012,NaN,NaN,NaN,NaN,12
12-Nov-2012,5.8,12.6,4.1332,0.0278,12
13-Nov-2012,NaN,NaN,NaN,NaN,12
14-Nov-2012,6.03333333333333,10,4.04716666666667,0.0415,12
15-Nov-2012,3.7,9,2.9565,0.0345,12
16-Nov-2012,NaN,NaN,NaN,NaN,12
17-Nov-2012,NaN,NaN,NaN,NaN,12
18-Nov-2012,NaN,NaN,NaN,NaN,12
19-Nov-2012,6.5,9.2,6.959,0.071,12
20-Nov-2012,NaN,NaN,NaN,NaN,12
21-Nov-2012,2.8,5.55,3.1875,0.03,12
22-Nov-2012,3.02,9.3,3.929,0.0318,12
23-Nov-2012,NaN,NaN,NaN,NaN,12
24-Nov-2012,NaN,NaN,NaN,NaN,12
25-Nov-2012,NaN,NaN,NaN,NaN,12
26-Nov-2012,7.6,8.9,7.773,0.076,12
27-Nov-2012,NaN,NaN,NaN,NaN,12
28-Nov-2012,3.26,6.54,3.8944,0.0244,12
29-Nov-2012,4.55,6.65,3.4745,0.037,12
30-Nov-2012,NaN,NaN,NaN,NaN,12
01-Dec-2012,NaN,NaN,NaN,NaN,12
02-Dec-2012,NaN,NaN,NaN,NaN,12
03-Dec-2012,4.9,7.1,5.241,0.0405,12
04-Dec-2012,NaN,NaN,NaN,NaN,12
05-Dec-2012,3.15,4.45,4.014,0.035,12
06-Dec-2012,4.92,4.26,3.8086,0.0376,12
07-Dec-2012,NaN,NaN,NaN,NaN,12
08-Dec-2012,NaN,NaN,NaN,NaN,12
09-Dec-2012,NaN,NaN,NaN,NaN,12
10-Dec-2012,3,3.86666666666667,6.05333333333333,0.029,12
11-Dec-2012,NaN,NaN,NaN,NaN,12
12-Dec-2012,6.48,2.94,4.1448,0.0378,12
13-Dec-2012,12.8,2.95,4.197,0.066,12
14-Dec-2012,NaN,NaN,NaN,NaN,12
15-Dec-2012,NaN,NaN,NaN,NaN,12
16-Dec-2012,NaN,NaN,NaN,NaN,12
17-Dec-2012,6.1,5.5,7.452,0.073,12
18-Dec-2012,NaN,NaN,NaN,NaN,12
19-Dec-2012,NaN,NaN,NaN,NaN,12
20-Dec-2012,2.65,1.75,4.1695,0.042,12
21-Dec-2012,4.44,2.48,4.2062,0.0334,12
22-Dec-2012,NaN,NaN,NaN,NaN,12
23-Dec-2012,NaN,NaN,NaN,NaN,12
24-Dec-2012,NaN,NaN,NaN,NaN,12
25-Dec-2012,NaN,NaN,NaN,NaN,12
26-Dec-2012,3.4,3.8,8.469,0.054,12
27-Dec-2012,NaN,NaN,NaN,NaN,12
28-Dec-2012,NaN,NaN,NaN,NaN,12
29-Dec-2012,NaN,NaN,NaN,NaN,12
30-Dec-2012,NaN,NaN,NaN,NaN,12
31-Dec-2012,NaN,NaN,NaN,NaN,12
01-Jan-2013,NaN,NaN,NaN,NaN,12
02-Jan-2013,NaN,NaN,NaN,NaN,12
03-Jan-2013,NaN,NaN,NaN,NaN,12
04-Jan-2013,NaN,NaN,NaN,NaN,12
05-Jan-2013,NaN,NaN,NaN,NaN,12
06-Jan-2013,NaN,NaN,NaN,NaN,12
07-Jan-2013,4.11428571428571,1.92857142857143,5.82914285714286,0.031,12
08-Jan-2013,NaN,NaN,NaN,NaN,12
09-Jan-2013,7.76,1.6,4.395,0.043,12
10-Jan-2013,5.6,1.15,3.9755,0.042,12
11-Jan-2013,NaN,NaN,NaN,NaN,12
12-Jan-2013,NaN,NaN,NaN,NaN,12
13-Jan-2013,NaN,NaN,NaN,NaN,12
14-Jan-2013,12.1,4.1,9.28,0.084,12
15-Jan-2013,NaN,NaN,NaN,NaN,12
16-Jan-2013,5.1,1.65,4.2125,0.0425,12
17-Jan-2013,5.16,2.92,4.032,0.0388,12
18-Jan-2013,NaN,NaN,NaN,NaN,12
19-Jan-2013,NaN,NaN,NaN,NaN,12
20-Jan-2013,NaN,NaN,NaN,NaN,12
21-Jan-2013,NaN,NaN,NaN,NaN,12
22-Jan-2013,NaN,NaN,NaN,NaN,12
23-Jan-2013,19.5,6.6,8.865,0.133,12
24-Jan-2013,NaN,NaN,NaN,NaN,12
25-Jan-2013,NaN,NaN,NaN,NaN,12
26-Jan-2013,NaN,NaN,NaN,NaN,12
27-Jan-2013,NaN,NaN,NaN,NaN,12
28-Jan-2013,6.1,1.9,7.556,0.076,12
29-Jan-2013,NaN,NaN,NaN,NaN,12
30-Jan-2013,4.95,2.15,4.0225,0.043,12
31-Jan-2013,4.1,4.94,4.194,0.0372,12
01-Feb-2013,7.76,6,5.4862,0.0336,12
02-Feb-2013,NaN,NaN,NaN,NaN,12
03-Feb-2013,NaN,NaN,NaN,NaN,12
04-Feb-2013,12.15,6.25,4.9425,0.0475,12
05-Feb-2013,NaN,NaN,NaN,NaN,12
06-Feb-2013,6.54,4.24,4.4852,0.0478,12
07-Feb-2013,6.2,3.56666666666667,3.37933333333333,0.0946666666666667,12
08-Feb-2013,NaN,NaN,NaN,NaN,12
09-Feb-2013,NaN,NaN,NaN,NaN,12
10-Feb-2013,NaN,NaN,NaN,NaN,12
11-Feb-2013,NaN,NaN,NaN,NaN,12
12-Feb-2013,NaN,NaN,NaN,NaN,12
13-Feb-2013,7.4,4,8.152,0.061,12
14-Feb-2013,NaN,NaN,NaN,NaN,12
15-Feb-2013,NaN,NaN,NaN,NaN,12
16-Feb-2013,NaN,NaN,NaN,NaN,12
17-Feb-2013,NaN,NaN,NaN,NaN,12
18-Feb-2013,NaN,NaN,NaN,NaN,12
19-Feb-2013,18.3,6.5,8.719,0.084,12
20-Feb-2013,10.34,3.64,4.3826,0.0398,12
21-Feb-2013,9.7,5.15,4.1495,0.053,12
22-Feb-2013,NaN,NaN,NaN,NaN,12
23-Feb-2013,NaN,NaN,NaN,NaN,12
24-Feb-2013,NaN,NaN,NaN,NaN,12
25-Feb-2013,NaN,NaN,NaN,NaN,12
26-Feb-2013,22.2,7.8,8.917,0.088,12
27-Feb-2013,9.2,6,3.792,0.0445,12
28-Feb-2013,15.8,8.84,4.2604,0.042,12
01-Mar-2013,NaN,NaN,NaN,NaN,12
02-Mar-2013,NaN,NaN,NaN,NaN,12
03-Mar-2013,NaN,NaN,NaN,NaN,12
04-Mar-2013,10.8166666666667,8.16666666666667,4.74933333333333,0.0526666666666667,12
05-Mar-2013,28.4,10.1,9.189,0.091,12
06-Mar-2013,20.06,6.84,4.2894,0.04,12
07-Mar-2013,13.55,10.05,4.0035,0.052,12
08-Mar-2013,NaN,NaN,NaN,NaN,12
09-Mar-2013,NaN,NaN,NaN,NaN,12
10-Mar-2013,NaN,NaN,NaN,NaN,12
11-Mar-2013,NaN,NaN,NaN,NaN,12
12-Mar-2013,80,12.2,6.129,0.11,12
13-Mar-2013,18.4,11.1333333333333,4.38733333333333,0.0946666666666667,12
14-Mar-2013,19.42,9.1,3.524,0.052,12
15-Mar-2013,NaN,NaN,NaN,NaN,12
16-Mar-2013,NaN,NaN,NaN,NaN,12
17-Mar-2013,NaN,NaN,NaN,NaN,12
18-Mar-2013,NaN,NaN,NaN,NaN,12
19-Mar-2013,45.1,13.9,5.839,0.204,12
20-Mar-2013,11.2,10.32,3.8348,0.053,12
21-Mar-2013,5.76666666666667,11.4333333333333,3.31733333333333,0.0803333333333333,12
22-Mar-2013,NaN,NaN,NaN,NaN,12
23-Mar-2013,NaN,NaN,NaN,NaN,12
24-Mar-2013,NaN,NaN,NaN,NaN,12
25-Mar-2013,NaN,NaN,NaN,NaN,12
26-Mar-2013,17.8,12.6,6.526,0.085,12
27-Mar-2013,3.6,11.4666666666667,3.47533333333333,0.066,12
28-Mar-2013,6.26,14.14,4.0262,0.0436,12
29-Mar-2013,NaN,NaN,NaN,NaN,12
30-Mar-2013,NaN,NaN,NaN,NaN,12
31-Mar-2013,NaN,NaN,NaN,NaN,12
01-Apr-2013,0.8,9,2.371,0.01,12
02-Apr-2013,25.65,14.05,4.23975,0.051,12
03-Apr-2013,7.18,12.22,3.7924,0.043,12
04-Apr-2013,6.2,16.7,2.87366666666667,0.076,12
05-Apr-2013,NaN,NaN,NaN,NaN,12
06-Apr-2013,NaN,NaN,NaN,NaN,12
07-Apr-2013,NaN,NaN,NaN,NaN,12
08-Apr-2013,NaN,NaN,NaN,NaN,12
09-Apr-2013,18.7,13.2,5.55,0.105,12
10-Apr-2013,3,9.4,2.77733333333333,0.0486666666666667,12
11-Apr-2013,5.48,11.32,3.6342,0.0396,12
12-Apr-2013,NaN,NaN,NaN,NaN,12
13-Apr-2013,NaN,NaN,NaN,NaN,12
14-Apr-2013,NaN,NaN,NaN,NaN,12
15-Apr-2013,NaN,NaN,NaN,NaN,12
16-Apr-2013,35,14.2,6.192,0.079,12
17-Apr-2013,9.2,11.5,3.6096,0.0326,12
18-Apr-2013,4.6,17.7333333333333,2.78733333333333,0.062,12
19-Apr-2013,40.6,15.5,7.24,0.053,12
20-Apr-2013,NaN,NaN,NaN,NaN,12
21-Apr-2013,NaN,NaN,NaN,NaN,12
22-Apr-2013,NaN,NaN,NaN,NaN,12
23-Apr-2013,NaN,NaN,NaN,NaN,12
24-Apr-2013,28.4,16.3,7.965,0.222,12
25-Apr-2013,8.92,14.56,3.9658,0.0502,12
26-Apr-2013,5.7,16.1666666666667,3.17266666666667,0.065,12
27-Apr-2013,NaN,NaN,NaN,NaN,12
28-Apr-2013,NaN,NaN,NaN,NaN,12
29-Apr-2013,NaN,NaN,NaN,NaN,12
30-Apr-2013,NaN,NaN,NaN,NaN,12
01-May-2013,NaN,NaN,NaN,NaN,12
02-May-2013,NaN,NaN,NaN,NaN,12
03-May-2013,NaN,NaN,NaN,NaN,12
04-May-2013,NaN,NaN,NaN,NaN,12
05-May-2013,NaN,NaN,NaN,NaN,12
06-May-2013,1.8,14,1.515,0.009,12
07-May-2013,68.2,20.5,6.33,0.107,12
08-May-2013,5.74,17.86,3.449,0.0422,12
09-May-2013,5,20.5,2.65166666666667,0.0746666666666667,12
10-May-2013,NaN,NaN,NaN,NaN,12
11-May-2013,NaN,NaN,NaN,NaN,12
12-May-2013,NaN,NaN,NaN,NaN,12
13-May-2013,NaN,NaN,NaN,NaN,12
14-May-2013,84.5,23.7,5.528,0.122,12
15-May-2013,10.35,21.35,2.488,0.0705,12
16-May-2013,5.34,19.38,2.978,0.051,12
17-May-2013,NaN,NaN,NaN,NaN,12
18-May-2013,NaN,NaN,NaN,NaN,12
19-May-2013,NaN,NaN,NaN,NaN,12
